Geschäftsnummer,Bestimmungsland,Güterart,Geschäftstyp,Richtung,Exportkontrollnummer [EKN],Wert [CHF],,
8007829,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,24910,,
8007829,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,700,,
8007829,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,3500,,
8007829,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,2400,,
8007829,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,2400,,
8007053,Kasachstan,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML10.C,19000,,
8007275,Kolumbien,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,2210,,
8007616,Kolumbien,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML10.a,3290,,
8006801,Kolumbien,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,23875,,
8006801,Kolumbien,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,4830,,
8008163,Kolumbien,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,50175,,
8008163,Kolumbien,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,7546.3,,
8007629,"Korea, Republik (Südkorea)",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B006,107132.5,,
8006755,"Korea, Republik (Südkorea)",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d7,50000,,
8006827,Kroatien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1B117,620260,,
8006827,Kroatien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1B117,483870,,
8006852,Kroatien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C010.b,72397.8,,
8006852,Kroatien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C010.b,61135.9,,
8006961,Kuwait,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,12510,,
8007839,Kuwait,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,1300,,
8007839,Kuwait,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.G2,62700,,
8007794,Kuwait,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A001.f4,6576007,,
8007878,Litauen,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C231,1100,,
8007480,Litauen,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML03.a,700,,
8007026,Litauen,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,240200,,
8007810,Malaysia,Dual Use Güter,Einzelbewilligung,Ausfuhr,9A012.a,376655.16,,
8007302,Malaysia,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.c1
2B201.b1",355000,,
8006979,Malaysia,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,19099,,
8006979,Malaysia,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D002.c1,0,,
8007469,Malaysia,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,3000,,
8007469,Malaysia,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,20000,,
8006555,Mali,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML10.a,58008.18,,
8006677,Marokko,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,47945,,
8006677,Marokko,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D002.c1,100,,
8006441,Marokko,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.b,1350019,,
8006562,Marokko,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.2,265000,,
8005976,Mexiko,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.2,86000,,
8006661,Mexiko,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g1,2000,,
8001649,Mexiko,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.b1,247770,,
8007957,Mexiko,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B352.d,4840,,
8007942,Mexiko,Dual Use Güter,Einzelbewilligung,Ausfuhr,6A005.a6b2,620092.81,,
8007637,Mexiko,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B352.d,38935,,
8007499,Mexiko,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",372783,,
8006385,Mexiko,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",372869,,
8007866,Mexiko,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,6337,,
8006491,Mexiko,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a1,209937,,
8006881,Moldova,Dual Use Güter,Einzelbewilligung,Ausfuhr,1A005,1,,
8006881,Moldova,Dual Use Güter,Einzelbewilligung,Ausfuhr,1A005,1,,
8006881,Moldova,Dual Use Güter,Einzelbewilligung,Ausfuhr,1A005,1,,
8007474,Mongolei,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.B,679515,,
8007264,Niederlande,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,1457,,
8007455,Niederlande,Nukleargüter,Einzelbewilligung,Ausfuhr,0B001.b141b,144000,,
8007158,Niederlande,Nukleargüter,Einzelbewilligung,Ausfuhr,0B001.b141b,147000,,
8006759,Niederlande,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,30000,,
8006759,Niederlande,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,10000,,
8007969,Niederlande,Nukleargüter,Einzelbewilligung,Ausfuhr,0B001.b141b,72000,,
8007034,Niederlande,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,629.55,,
8006805,Niederlande,Nukleargüter,Einzelbewilligung,Ausfuhr,0B001.b14b,4600,,
8007551,Niederlande,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,5435,,
8008093,Norwegen,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,222,,
8007583,Norwegen,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,982.02,,
8008100,Oman,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,500,,
8008100,Oman,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,500,,
8007620,Oman,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,525,,
8006981,Oman,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,516782,,
8006434,Oman,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A001.h,314975,,
8006434,Oman,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A001.h,705978,,
8006734,Oman,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,23500,,
8007512,Oman,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A001.h,3976,,
8007512,Oman,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A001.h,7800,,
8007908,Oman,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A001.h,520,,
8007908,Oman,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A001.h,662,,
8007908,Oman,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A001.h,1126,,
8007908,Oman,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A001.h,1133,,
8007687,Österreich,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,305,,
8006471,Österreich,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C228,3975,,
8007473,Österreich,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,1275,,
8007441,Österreich,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,370,,
8007441,Österreich,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,463,,
8007441,Österreich,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,305,,
8007501,Österreich,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,416,,
8006413,Österreich,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,210.1,,
8006593,Österreich,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,509.15,,
8007182,Pakistan,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,5835.3,,
8007182,Pakistan,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,4512.8,,
8007182,Pakistan,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,8724.95,,
8007182,Pakistan,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,12564.55,,
8007182,Pakistan,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,3001.55,,
8007182,Pakistan,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,4794.5,,
8007182,Pakistan,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,8441.3,,
8007182,Pakistan,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,6604.4,,
8006635,Pakistan,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A001.h,920,,
8007322,Peru,Dual Use Güter,Einzelbewilligung,Ausfuhr,7A103.a1,373581,,
8007311,Peru,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.2,50000,,
8007311,Peru,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML08.a13a,100000,,
8007842,Peru,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,198302,,
8006688,Peru,Dual Use Güter,Einzelbewilligung,Ausfuhr,6A005.a6b2,680000,,
8006862,Peru,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1a,57123,,
8007681,Philippinen,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,10031,,
8007761,Philippinen,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.c1
2B201.b1",735000,,
8007833,Philippinen,Dual Use Güter,Einzelbewilligung,Ausfuhr,7A103.a1,1096168,,
8007301,Philippinen,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.c1
2B201.b1",308500,,
8008029,Portugal,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML13,2828,,
8008029,Portugal,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML13,4620,,
8008029,Portugal,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML13,4620,,
8008029,Portugal,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML13,2828,,
8008029,Portugal,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML13,0,,
8007500,Portugal,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML13,4620,,
8007500,Portugal,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML13,2460,,
8007500,Portugal,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML13,1323,,
8006787,Qatar,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A001.f,394,,
8006787,Qatar,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A001.f,104,,
8006787,Qatar,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A001.f,394,,
8006787,Qatar,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A001.f,273,,
8006787,Qatar,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A001.f,104,,
8006787,Qatar,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A001.f,394,,
8006787,Qatar,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A001.f,104,,
8006362,Qatar,Dual Use Güter,Einzelbewilligung,Ausfuhr,6A005.b2,24075,,
8007696,Rumänien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.b1,206333.2,,
8007983,Russische Föderation,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,288890,,
8007611,Russische Föderation,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b2
2B201.a1",420000,,
8006941,Russische Föderation,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.b,309392,,
8006955,Russische Föderation,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A001.a3,10760,,
8007564,Russische Föderation,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b2
2B201.a1",1251843,,
8008084,Russische Föderation,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,2160,,
8008124,Russische Föderation,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d3,16039.6,,
8006765,Russische Föderation,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.d,214038,,
8007051,Russische Föderation,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,122161,,
8005143,Russische Föderation,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.c1
2B201.b",1860000,,
8008153,Russische Föderation,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,2100,,
8006619,Russische Föderation,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,8101.7,,
8007035,Russische Föderation,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a,129745,,
8007756,Russische Föderation,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A001.a.7.a,4600,,
8007941,Russische Föderation,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",120629,,
8007377,Russische Föderation,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B201.a1
2B001.b2",2890260,,
8007478,Russische Föderation,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.c
2B201.b",957000,,
8007599,Russische Föderation,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,978.5,,
8007599,Russische Föderation,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,1921.65,,
8007599,Russische Föderation,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g1,1167.85,,
8007601,Russische Föderation,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,3480.2,,
8007601,Russische Föderation,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,1730.85,,
8007592,Russische Föderation,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",222835,,
8005217,Russische Föderation,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",1878403,,
8005220,Russische Föderation,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B201.a
2B001.b",1249000,,
8005004,Russische Föderation,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001
2B201",1237980,,
8003700,Russische Föderation,Dual Use Güter,Einzelbewilligung,Ausfuhr,7A002.a1b,7472000,,
8005595,Russische Föderation,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B201.a1
2B001.b2",3828800,,
8005600,Russische Föderation,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B201.a1
2B001.b2",2283807,,
8007068,Russische Föderation,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B120
7B003",800000,,
8008025,Russische Föderation,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,4800,,
8008025,Russische Föderation,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g1,6100,,
8006388,Russische Föderation,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.c,573300,,
8006391,Russische Föderation,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.C,832530,,
8006589,Russische Föderation,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a.1.2,281990,,
8006394,Russische Föderation,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,317929,,
8006704,Russische Föderation,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a,120000,,
8005545,Russische Föderation,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"7B003
2B120",1195000,,
8007850,Russische Föderation,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.c
2B201.b",1925000,,
8007851,Russische Föderation,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.c
2B201.b",1774910,,
8000360,Russische Föderation,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001
2B201",1350000,,
8006601,Russische Föderation,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b2
2B201.a1",1044162,,
8007211,Saudi-Arabien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,30090,,
8007211,Saudi-Arabien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,13036,,
8007211,Saudi-Arabien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,5132,,
8007318,Saudi-Arabien,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,2766.24,,
8008214,Saudi-Arabien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,103100,,
8008214,Saudi-Arabien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,31050,,
8008214,Saudi-Arabien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,225804,,
8008217,Saudi-Arabien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,142560,,
8008217,Saudi-Arabien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,23160,,
8008217,Saudi-Arabien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,62930,,
8008218,Saudi-Arabien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,4487,,
8008218,Saudi-Arabien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,524,,
8008218,Saudi-Arabien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,20524,,
8007312,Saudi-Arabien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.e2,52300,,
8006988,Saudi-Arabien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,14720,,
8006988,Saudi-Arabien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,30920,,
8007838,Saudi-Arabien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,25588,,
8007384,Saudi-Arabien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,13303,,
8007384,Saudi-Arabien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,147420,,
8007384,Saudi-Arabien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,41258,,
8007368,Saudi-Arabien,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,9505,,
8006395,Saudi-Arabien,Dual Use Güter,Einzelbewilligung,Ausfuhr,7B003,50361,,
8007352,Saudi-Arabien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,2795,,
8007352,Saudi-Arabien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,3550,,
8007352,Saudi-Arabien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,11469,,
8006146,Saudi-Arabien,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,3925.2,,
8007192,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.B,20680,,
8007192,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.B,18000,,
8007192,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML15.C,5883,,
8007192,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.B,2160,,
8007694,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.b,18000,,
8007694,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML15.c,5883,,
8007694,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.b,13310,,
8007694,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.b,60000,,
8007694,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05,2160,,
8007694,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.b,20680,,
8006533,Schweiz,Dual Use Güter,Einzelbewilligung,Ausfuhr,6A002.d3,1301000,,
8007201,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML15.B,53900,,
8007201,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.B,20680,,
8007201,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.B,2160,,
8007201,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML15.C,5883,,
8007201,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.B,30000,,
8007205,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML15.B,85210,,
8007205,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.B,35420,,
8007205,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.b,36000,,
8007929,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML04,5000,,
8007929,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML04,415000,,
8007929,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML04,300000,,
8007929,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML04,400000,,
8007929,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML04,156000,,
8006780,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.B,24402,,
8006780,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML15.C,7061,,
8006780,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05,44180,,
8006780,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML11,55225,,
8006780,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.B,28717,,
8006780,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML15.B,66270,,
8006743,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.B,30000,,
8006743,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML15.c,5700,,
8006743,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML15.C,4300,,
8006743,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML15,7300,,
8006743,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML15.B,55000,,
8008199,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.b,33170,,
8008132,Schweiz,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B006.b2,149000,,
8006897,Schweiz,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",843330,,
8007146,Schweiz,Dual Use Güter,Einzelbewilligung,Ausfuhr,9A012,35000,,
8007146,Schweiz,Dual Use Güter,Einzelbewilligung,Ausfuhr,9A012,72210,,
8007146,Schweiz,Dual Use Güter,Einzelbewilligung,Ausfuhr,9A012,25000,,
8007146,Schweiz,Dual Use Güter,Einzelbewilligung,Ausfuhr,9A012,9080,,
8007146,Schweiz,Dual Use Güter,Einzelbewilligung,Ausfuhr,9A012,86450,,
8006764,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.B,37993,,
8006764,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML15.C,5119,,
8007467,Schweiz,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,1035,,
8006623,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.B,32014,,
8006607,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.b,30000,,
8007953,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML15,71900,,
8007953,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML11,20000,,
8007953,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.b,48000,,
8007953,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05,41180,,
8007953,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML15.c,12000,,
8007814,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML11,2139000,,
8007814,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML22,1,,
8007814,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML22,20000,,
8007814,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML22,15000,,
8006352,Schweiz,Dual Use Güter,Einzelbewilligung,Ausfuhr,6A004.c.1,7175,,
8006351,Schweiz,Dual Use Güter,Einzelbewilligung,Ausfuhr,6A004.c.1,3510,,
8006651,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.b,11709,,
8007418,Schweiz,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b2
2B201.a1",324700,,
8007440,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.B,40723,,
8007440,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML15.c,5794,,
8007440,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML15.C,4398,,
8007440,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.b,15353,,
8007440,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.B,30554,,
8007827,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.b,30200,,
8007752,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.b,26000,,
8007752,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML15.b,83000,,
8007752,Schweiz,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05,47000,,
8007348,Schweiz,Dual Use Güter,Einzelbewilligung,Ausfuhr,9A012,57851.96,,
8007348,Schweiz,Dual Use Güter,Einzelbewilligung,Ausfuhr,9A012,256126.8,,
8007348,Schweiz,Dual Use Güter,Einzelbewilligung,Ausfuhr,9A012,245135.12,,
8006660,Serbien,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,982.29,,
8006581,Serbien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",346560,,
8007996,Serbien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.a
2B201.c",2000,,
8007179,Singapur,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1a,16000,,
8008177,Singapur,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C231,4300,,
8006963,Singapur,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C231,445000,,
8006886,Singapur,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d3,21725,,
8007565,Singapur,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,3723,,
8005744,Singapur,Dual Use Güter,Einzelbewilligung,Ausfuhr,6A003.a3,1800500,,
8008143,Singapur,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,2715,,
8007044,Singapur,Dual Use Güter,Einzelbewilligung,Ausfuhr,6A005.a6b2,645269.25,,
8007371,Singapur,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b2
2B201.a1",200639,,
8007370,Singapur,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b2
2B201.a1",200639,,
