Geschäftsnummer,Ausstellungsdatum,Bestimmungsland,Güterart,Geschäftsart,EKN,Wert [CHF]
8005140,28.10.2015,Frankreich,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",812934
8005139,28.10.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,6A005.B.6.A,120000
8005146,28.10.2015,Malaysia,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",3151376
8004959,28.10.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A233,80289
8004837,28.10.2015,Philippinen,Dual Use Güter,Ausfuhr,5A001.f1,755625
8005126,29.10.2015,Indien,Nukleargüter,Ausfuhr,0C003,143800
8005149,29.10.2015,Iran,Sanktionsgüter,Ausfuhr,III.A1.003,1132.02
8005151,29.10.2015,Deutschland,Dual Use Güter,Ausfuhr,3A225,9791.93
8005152,30.10.2015,"China, Taiwan",National kontrollierte Güter,Ausfuhr,5.1,9980
8005091,30.10.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML15.c,6323
8005091,30.10.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML15.b,105032
8005153,30.10.2015,Österreich,National kontrollierte Güter,Ausfuhr,5.1,1203
8005166,30.10.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,2D002,8854.8
8005167,30.10.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B201.b
2B001.c",620000
8005169,30.10.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B201.b1
2B001.c",348000
8005171,30.10.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B201.b1
2B001.c",228000
8005172,30.10.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B201.b1
2B001.c",347000
8005178,31.10.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,901.2
8005178,31.10.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,1691.65
8004525,02.11.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B001,221270
8004525,02.11.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B001,241980
8004933,02.11.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.e7,57303
8004701,02.11.2015,Russische Föderation,Dual Use Güter,Ausfuhr,5A001.f1,10030
8005179,02.11.2015,Thailand,Besondere militärische Güter,Ausfuhr,ML15.c,25748.3
8005173,02.11.2015,Kanada,National kontrollierte Güter,Ausfuhr,5.1,2800
8005173,02.11.2015,Kanada,National kontrollierte Güter,Ausfuhr,5.1,1950
8005173,02.11.2015,Kanada,National kontrollierte Güter,Ausfuhr,5.1,950
8005173,02.11.2015,Kanada,National kontrollierte Güter,Ausfuhr,5.1,5775
8005173,02.11.2015,Kanada,National kontrollierte Güter,Ausfuhr,5.1,480
8005173,02.11.2015,Kanada,National kontrollierte Güter,Ausfuhr,5.1,500
8005173,02.11.2015,Kanada,National kontrollierte Güter,Ausfuhr,5.1,1400
8005173,02.11.2015,Kanada,National kontrollierte Güter,Ausfuhr,5.1,1000
8005173,02.11.2015,Kanada,National kontrollierte Güter,Ausfuhr,5.1,16275
8005173,02.11.2015,Kanada,National kontrollierte Güter,Ausfuhr,5.1,700
8005173,02.11.2015,Kanada,National kontrollierte Güter,Ausfuhr,5.1,350
8005173,02.11.2015,Kanada,National kontrollierte Güter,Ausfuhr,5.1,2100
8005173,02.11.2015,Kanada,National kontrollierte Güter,Ausfuhr,5.1,700
8005186,02.11.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,1382.3
8005191,02.11.2015,Deutschland,Dual Use Güter,Ausfuhr,3A225,4884.05
8004883,02.11.2015,Portugal,Dual Use Güter,Ausfuhr,6A004.c1,4479
8005197,02.11.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML15.C,3212
8005206,02.11.2015,Guatemala,Dual Use Güter,Ausfuhr,5A002.a1,776.92
8005155,02.11.2015,Frankreich,Dual Use Güter,Ausfuhr,5D001.a,8500
8005200,02.11.2015,Belgien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",275300
8005210,03.11.2015,Slowenien,National kontrollierte Güter,Ausfuhr,5.2,42000
8005214,03.11.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML15.C,6800
8005239,04.11.2015,Frankreich,National kontrollierte Güter,Ausfuhr,5.1,1760
8005228,04.11.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML05,22000
8005228,04.11.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML05.B,30000
8005093,05.11.2015,Schweiz,Dual Use Güter,Ausfuhr,2B352.b,118000
8005251,05.11.2015,Belgien,National kontrollierte Güter,Ausfuhr,5.1,129.4
8005251,05.11.2015,Belgien,National kontrollierte Güter,Ausfuhr,5.1,495
8004802,05.11.2015,Vereinigte Staaten von Amerika,Besondere militärische Güter,Ausfuhr,ML05,30200
8005256,05.11.2015,Pakistan,Dual Use Güter,Ausfuhr,2B350.G2,14755
8005266,05.11.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,5A002.a1a,8000
8003987,06.11.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B001.a1,462142
8003987,06.11.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B001.b2,780435
8003987,06.11.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B001.b2,779740.31
8005221,06.11.2015,Frankreich,Dual Use Güter,Ausfuhr,5D001.a,14450
8005238,06.11.2015,Südafrika,Dual Use Güter,Ausfuhr,5A001.f1,100
8005231,06.11.2015,Saudi-Arabien,National kontrollierte Güter,Ausfuhr,5.2,250000
8005247,06.11.2015,Libanon,Dual Use Güter,Ausfuhr,5A001.h,157578
8005265,06.11.2015,Ungarn,Besondere militärische Güter,Ausfuhr,ML04.b,22500
8005265,06.11.2015,Ungarn,Besondere militärische Güter,Ausfuhr,ML04.b,33000
8005267,06.11.2015,Ungarn,Besondere militärische Güter,Ausfuhr,ML04.b,50000
8005269,06.11.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B201.a,7014762
8005271,06.11.2015,Litauen,Besondere militärische Güter,Ausfuhr,ML13,0
8005271,06.11.2015,Litauen,Besondere militärische Güter,Ausfuhr,ML13,50
8005298,06.11.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,2D002,14363.4
8005295,06.11.2015,Indien,Dual Use Güter,Ausfuhr,5A002.a1,64336
8005293,06.11.2015,Iran,Sanktionsgüter,Ausfuhr,"Iran-Sanktionen III.A1.003, Anhang 2",38.71
8005293,06.11.2015,Iran,Sanktionsgüter,Ausfuhr,"Iran-Sanktionen III.A1.003, Anhang 2",870
8005293,06.11.2015,Iran,Sanktionsgüter,Ausfuhr,"Iran-Sanktionen III.A1.003, Anhang 2",8.74
8005293,06.11.2015,Iran,Sanktionsgüter,Ausfuhr,"Iran-Sanktionen III.A1.003, Anhang 2",7.32
8005293,06.11.2015,Iran,Sanktionsgüter,Ausfuhr,"Iran-Sanktionen III.A1.003, Anhang 2",283.3
8005293,06.11.2015,Iran,Sanktionsgüter,Ausfuhr,"Iran-Sanktionen III.A1.003, Anhang 2",447.7
8005293,06.11.2015,Iran,Sanktionsgüter,Ausfuhr,"Iran-Sanktionen III.A1.003, Anhang 2",337.35
8005293,06.11.2015,Iran,Sanktionsgüter,Ausfuhr,"Iran-Sanktionen III.A1.003, Anhang 2",495.21
8005293,06.11.2015,Iran,Sanktionsgüter,Ausfuhr,"Iran-Sanktionen III.A1.003, Anhang 2",472.41
8005293,06.11.2015,Iran,Sanktionsgüter,Ausfuhr,"Iran-Sanktionen III.A1.003, Anhang 2",520.35
8005293,06.11.2015,Iran,Sanktionsgüter,Ausfuhr,"Iran-Sanktionen III.A1.003, Anhang 2",121.22
8005293,06.11.2015,Iran,Sanktionsgüter,Ausfuhr,"Iran-Sanktionen III.A1.003, Anhang 2",1045.91
8005306,06.11.2015,Ungarn,Dual Use Güter,Ausfuhr,2B201.b,404670
8005299,06.11.2015,Südafrika,Dual Use Güter,Ausfuhr,5A002.a1,33030
8005300,06.11.2015,Chile,Dual Use Güter,Ausfuhr,5A002.a1,73949
8005302,06.11.2015,Laos,Dual Use Güter,Ausfuhr,5A002.a1,31420
8005304,09.11.2015,"Kongo, Demokratische Republik (ex-Zaire)","Dual Use Güter
Dual Use Güter",Ausfuhr,"5A002.a1
5D002.c1",37964
8005308,09.11.2015,Polen,Dual Use Güter,Ausfuhr,2B201,482000
8005312,09.11.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,2B350.g1,2178
8005319,09.11.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.c1
2B201.b",1420000
8005320,09.11.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B350.g1,12000
8005320,09.11.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B350.d3,9500
8005314,09.11.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B201.b,423955
8005325,09.11.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B350.g1,11250
8005325,09.11.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B350.d3,3200
8005315,09.11.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B350.g2,1500
8005315,09.11.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B350.g1,1500
8005329,09.11.2015,Deutschland,Dual Use Güter,Ausfuhr,3A225,7282.49
8005330,09.11.2015,Deutschland,Besondere militärische Güter,Ausfuhr,ML06,8850
8005342,09.11.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B201.a.1
2B001.b.2",339864
8005344,09.11.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B201.b1,288000
8005053,09.11.2015,Schweiz,Dual Use Güter,Ausfuhr,2B350.c4,53600.5
8005053,09.11.2015,Schweiz,Dual Use Güter,Ausfuhr,2B350.c4,146183.25
8005346,09.11.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",275202
8005305,10.11.2015,Iran,National kontrollierte Güter,Ausfuhr,5.1,29280
8005351,10.11.2015,Kolumbien,Besondere militärische Güter,Ausfuhr,ML10.a,3409.7
8005347,10.11.2015,Kolumbien,Besondere militärische Güter,Ausfuhr,ML10.a,58132.67
8005349,10.11.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B201.b1,505000
8005366,10.11.2015,Österreich,Dual Use Güter,Ausfuhr,2B352.b,233280
8005356,10.11.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B201.a.1
2B001.b.2",210596
8005353,10.11.2015,Singapur,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",203060
8005294,10.11.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.c
2B201.b",280000
8005384,10.11.2015,Thailand,Dual Use Güter,Ausfuhr,3A001.a10c,49035
8005170,10.11.2015,Ukraine,Dual Use Güter,Ausfuhr,3A225,5104.09
8005389,10.11.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",243000
8005390,10.11.2015,"China, Taiwan","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",235127.62
8005390,10.11.2015,"China, Taiwan","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",235127.62
8005391,11.11.2015,Ekuador,Dual Use Güter,Ausfuhr,3A225,15168
8005391,11.11.2015,Ekuador,Dual Use Güter,Ausfuhr,3A225,7796
8005391,11.11.2015,Ekuador,Dual Use Güter,Ausfuhr,3A225,3954
8005352,11.11.2015,Israel,Dual Use Güter,Ausfuhr,5D001.a,12750
8005340,11.11.2015,Israel,Dual Use Güter,Ausfuhr,5A001.f1,6935
8005285,11.11.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B201.a1
2B001.b2",1627939
8005397,11.11.2015,Saudi-Arabien,Dual Use Güter,Ausfuhr,3A225,6346
8005401,11.11.2015,Brasilien,Besondere militärische Güter,Ausfuhr,ML10.a,9606.55
8005402,11.11.2015,Brasilien,Besondere militärische Güter,Ausfuhr,ML10.a,9606.55
8005404,11.11.2015,Brasilien,Besondere militärische Güter,Ausfuhr,ML10.a,9606.55
8005301,11.11.2015,Indien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"7B003
2B120",558000
8005412,12.11.2015,Oman,Dual Use Güter,Ausfuhr,3A002.g2,130798.8
8005392,12.11.2015,Deutschland,Dual Use Güter,Ausfuhr,2B006.b2,111722
8005414,12.11.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B201.b1,800000
8005418,12.11.2015,Nigeria,Dual Use Güter,Ausfuhr,3A225,2019
8005339,13.11.2015,Chile,National kontrollierte Güter,Ausfuhr,5.1,39000
8005446,13.11.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B350.g2,51190
8005446,13.11.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B350.i4,8030
8005446,13.11.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B350.g3,189050
8005446,13.11.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B350.d3,32625
8005446,13.11.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B350.b3,7460
8005446,13.11.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B350.e3,11400
8005446,13.11.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B350.c3,34085
8005446,13.11.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B350.a3,90070
8005449,13.11.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B201.b,827000
8005455,13.11.2015,Hongkong,National kontrollierte Güter,Ausfuhr,5.1,60371
8005445,16.11.2015,"China, Taiwan",Besondere militärische Güter,Ausfuhr,ML10.C,19476
8004727,16.11.2015,Indien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B201.a1
2B001.b2",317000
8005468,16.11.2015,Algerien,Dual Use Güter,Ausfuhr,3A225,6346
8005470,16.11.2015,Deutschland,Besondere militärische Güter,Ausfuhr,ML06,590
8005500,17.11.2015,Polen,Dual Use Güter,Ausfuhr,2B201.b,306900
8005501,18.11.2015,Israel,Dual Use Güter,Ausfuhr,6A005.A6B2,277114
8005508,18.11.2015,Singapur,Dual Use Güter,Ausfuhr,1C231,4450
8005515,18.11.2015,Brasilien,Besondere militärische Güter,Ausfuhr,ML10.a,9606.55
8005514,18.11.2015,Grossbritannien,National kontrollierte Güter,Ausfuhr,5.1,324
8005525,18.11.2015,Peru,Dual Use Güter,Ausfuhr,5A002.a1a,71414.75
8005502,18.11.2015,Iran,Sanktionsgüter,Ausfuhr,"Anh. 2, III.A1.003",311.6
8005528,18.11.2015,Russische Föderation,Dual Use Güter,Ausfuhr,3A225,3389
8005512,18.11.2015,Paraguay,National kontrollierte Güter,Ausfuhr,5.1,1200
8005512,18.11.2015,Paraguay,National kontrollierte Güter,Ausfuhr,5.1,250
8005512,18.11.2015,Paraguay,National kontrollierte Güter,Ausfuhr,5.1,350
8005512,18.11.2015,Paraguay,National kontrollierte Güter,Ausfuhr,5.1,120
8005497,18.11.2015,Kenia,Besondere militärische Güter,Ausfuhr,ML10.c2,60000
8005494,18.11.2015,Kenia,Besondere militärische Güter,Ausfuhr,ML10.c2,60000
8005533,18.11.2015,Deutschland,Dual Use Güter,Ausfuhr,2B201.A1,1423780
8005522,18.11.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2D001.a
2D202",277790
8005542,18.11.2015,Algerien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"5A002.a1
5D002.c1",24865
8005542,18.11.2015,Algerien,Dual Use Güter,Ausfuhr,5D002.c1,200
8005552,18.11.2015,Malaysia,Dual Use Güter,Ausfuhr,5A002.a1,29988
8005552,18.11.2015,Malaysia,Dual Use Güter,Ausfuhr,5D002.c1,0
8005562,18.11.2015,Äthiopien,Dual Use Güter,Ausfuhr,5A002.a1,52017
8005566,18.11.2015,Äthiopien,Dual Use Güter,Ausfuhr,5A002.a1,1666162
8005566,18.11.2015,Äthiopien,Dual Use Güter,Ausfuhr,5D002.c1,6000
8005566,18.11.2015,Äthiopien,Dual Use Güter,Ausfuhr,5A002.a1,153743
8005563,18.11.2015,Tschechische Republik,National kontrollierte Güter,Ausfuhr,5.1,230.56
8005556,18.11.2015,Malaysia,Dual Use Güter,Ausfuhr,5D002.c1,0
8005556,18.11.2015,Malaysia,Dual Use Güter,Ausfuhr,5A002.a1,35190
8005557,18.11.2015,Qatar,"Dual Use Güter
Dual Use Güter",Ausfuhr,"5A002.a1
5D002.c1",126336
8005557,18.11.2015,Qatar,Dual Use Güter,Ausfuhr,5A002.c1,0
8005538,18.11.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML22,1
8005538,18.11.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML22,1
8005575,19.11.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,34560.1
8005558,19.11.2015,"China, Taiwan","Dual Use Güter
Dual Use Güter",Ausfuhr,"7B003
2B120",854400
8005554,19.11.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"7B003
2B120",1209000
8005555,19.11.2015,Indien,Besondere militärische Güter,Ausfuhr,ML22,1
8005555,19.11.2015,Indien,Besondere militärische Güter,Ausfuhr,ML21,1
8005555,19.11.2015,Indien,Besondere militärische Güter,Ausfuhr,ML10,80000000
8005540,19.11.2015,Indien,Dual Use Güter,Ausfuhr,5A001.f1,8075
8005524,19.11.2015,Bosnien-Herzegowina,National kontrollierte Güter,Ausfuhr,5.1,800
8005577,19.11.2015,Mexiko,Dual Use Güter,Ausfuhr,6A005.a5b,72644
8005579,19.11.2015,Israel,Dual Use Güter,Ausfuhr,3A225,1180.63
8005580,19.11.2015,Italien,Besondere militärische Güter,Ausfuhr,ML13,10
8005584,19.11.2015,Oman,Dual Use Güter,Ausfuhr,5A002.A1,149954.5
8005587,19.11.2015,Spanien,Besondere militärische Güter,Ausfuhr,ML13,5
8005587,19.11.2015,Spanien,Besondere militärische Güter,Ausfuhr,ML13,5
8005587,19.11.2015,Spanien,Besondere militärische Güter,Ausfuhr,ML13,5
8005587,19.11.2015,Spanien,Besondere militärische Güter,Ausfuhr,ML13,5
8005573,19.11.2015,Kambodscha,Dual Use Güter,Ausfuhr,5A002.a1a,195555
8005481,19.11.2015,Iran,National kontrollierte Güter,Ausfuhr,5.1,6477.86
8005481,19.11.2015,Iran,National kontrollierte Güter,Ausfuhr,5.1,6916.22
8005589,19.11.2015,Indien,"Besondere militärische Güter
Besondere militärische Güter",Ausfuhr,"ML10
ML21",360000
8005589,19.11.2015,Indien,Besondere militärische Güter,Ausfuhr,ML22,6150000
8005543,19.11.2015,Russische Föderation,Dual Use Güter,Ausfuhr,5A002.a1,7496
8005544,20.11.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML05.b,56845
8005544,20.11.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML15.C,7366
8004927,20.11.2015,Pakistan,Dual Use Güter,Ausfuhr,5A001.f3.a,1937053.3
8004928,20.11.2015,Pakistan,Dual Use Güter,Ausfuhr,5A001.f3.a,417053.7
8005426,20.11.2015,Niederlande,Dual Use Güter,Ausfuhr,5D001.a,36600
8005597,20.11.2015,Slowenien,Dual Use Güter,Ausfuhr,1B117,722360
8005597,20.11.2015,Slowenien,Dual Use Güter,Ausfuhr,1B117,722360
8005597,20.11.2015,Slowenien,Dual Use Güter,Ausfuhr,1B117,620260
8005597,20.11.2015,Slowenien,Dual Use Güter,Ausfuhr,1B117,483870
8005615,20.11.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B201.b,466000
8005616,23.11.2015,Vereinigte Staaten von Amerika,Besondere militärische Güter,Ausfuhr,ML13,10
8005627,23.11.2015,Italien,Dual Use Güter,Ausfuhr,2B350.g2,52200
8005332,23.11.2015,Brasilien,Dual Use Güter,Ausfuhr,2B350.G2,6645
8005628,23.11.2015,Deutschland,"Chemikalien CWÜ
Besondere militärische Güter",Ausfuhr,"1A.5
ML07.b.2.b",2000
8005628,23.11.2015,Deutschland,"Chemikalien CWÜ
Besondere militärische Güter",Ausfuhr,"1A.3
ML07.b.1.c",1800
8005628,23.11.2015,Deutschland,"Chemikalien CWÜ
Besondere militärische Güter",Ausfuhr,"1A.1
ML07.b.1.a",1500
8005628,23.11.2015,Deutschland,"Chemikalien CWÜ
Besondere militärische Güter",Ausfuhr,"1A.2
ML07.b.1.b",2000
8005628,23.11.2015,Deutschland,"Chemikalien CWÜ
Besondere militärische Güter",Ausfuhr,"1A.1
ML07.b.1.a",1500
8005628,23.11.2015,Deutschland,"Chemikalien CWÜ
Besondere militärische Güter",Ausfuhr,"1A.3
ML07.b.1.c",1800
8005628,23.11.2015,Deutschland,"Chemikalien CWÜ
Besondere militärische Güter",Ausfuhr,"1A.1
ML07.b.1.a",1500
8005641,23.11.2015,Deutschland,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",387775
8005648,24.11.2015,Saudi-Arabien,Dual Use Güter,Ausfuhr,5A002.a1,43355
8005652,24.11.2015,Thailand,Dual Use Güter,Ausfuhr,5A001.h,25000
8005635,24.11.2015,Kambodscha,Dual Use Güter,Ausfuhr,5A002.a1a,43604
8005644,24.11.2015,Deutschland,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",387775
8005637,24.11.2015,Deutschland,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",279841
8005651,24.11.2015,Deutschland,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",320239
8002249,24.11.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",309385
8005649,24.11.2015,Italien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.c
2B201.b",280933
8005661,24.11.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,7610
8005656,24.11.2015,Türkei,National kontrollierte Güter,Ausfuhr,5.1,43184
8005687,25.11.2015,Israel,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",256130
8005686,25.11.2015,Israel,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",256132
8005386,25.11.2015,Israel,Dual Use Güter,Ausfuhr,6A005.d.1.a.2,64400
8005666,25.11.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B005.e,2296321.12
8005692,25.11.2015,Peru,Dual Use Güter,Ausfuhr,5A002.a1,23155
8005693,25.11.2015,Peru,Dual Use Güter,Ausfuhr,5A002.a1,11727
8005698,25.11.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",2980508.85
8005707,25.11.2015,Indien,Besondere militärische Güter,Ausfuhr,ML11,36600
8005703,25.11.2015,Niederlande,Dual Use Güter,Ausfuhr,2B350.g2,14740
8005703,25.11.2015,Niederlande,Dual Use Güter,Ausfuhr,2B350.g2,2812
8005724,26.11.2015,Vereinigte Arabische Emirate,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B201.a1
2B001.b2",1312863
8005749,26.11.2015,Vereinigte Staaten von Amerika,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",263213
8005751,26.11.2015,Vereinigte Staaten von Amerika,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",263213
8005752,26.11.2015,Vereinigte Staaten von Amerika,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",263213
8005756,26.11.2015,Vereinigte Staaten von Amerika,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",263213
8005765,26.11.2015,Mexiko,Dual Use Güter,Ausfuhr,2B352.d,7675
8005766,27.11.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a12",932640
8005762,27.11.2015,Dänemark,Dual Use Güter,Ausfuhr,3A225,5178.28
8005740,27.11.2015,Ägypten,Dual Use Güter,Ausfuhr,2B350.d3,14334.65
8005190,27.11.2015,Israel,Besondere militärische Güter,Ausfuhr,ML03.a,241000
8005535,27.11.2015,Qatar,"Besondere militärische Güter
Besondere militärische Güter",Ausfuhr,"ML10
ML21",119200000
8005535,27.11.2015,Qatar,Besondere militärische Güter,Ausfuhr,ML22,600000
8005447,27.11.2015,Russische Föderation,Dual Use Güter,Ausfuhr,3A002.g2,566102
8005771,27.11.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,1382.38
8005585,27.11.2015,Ukraine,Dual Use Güter,Ausfuhr,5A002.a1,101808.95
8005425,27.11.2015,Russische Föderation,National kontrollierte Güter,Ausfuhr,5.1,3050
8005403,27.11.2015,Russische Föderation,National kontrollierte Güter,Ausfuhr,5.1,6090
8005137,27.11.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.i,5060.5
8004958,27.11.2015,Russische Föderation,Dual Use Güter,Ausfuhr,3A001.a.7.a,4600
8005162,27.11.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g2,655
8005245,27.11.2015,Russische Föderation,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",524240
8005588,27.11.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B201.a,170295
8005453,27.11.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B201.a,291290
8005168,27.11.2015,Russische Föderation,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.c1
2B201.b",1251350
8004961,27.11.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B001.c,963695
8005188,27.11.2015,Russische Föderation,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001
2B201.a",75000
8005085,27.11.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B001.a,278880
8005717,27.11.2015,Vereinigte Arabische Emirate,Besondere militärische Güter,Ausfuhr,ML22,1
8005715,28.11.2015,Ukraine,Dual Use Güter,Ausfuhr,5A002.a1,39531
8005697,29.11.2015,Lettland,Dual Use Güter,Ausfuhr,2B001.B2,54085
8005780,29.11.2015,Thailand,Besondere militärische Güter,Ausfuhr,ML05.b,75869.8
8005789,30.11.2015,Indien,Dual Use Güter,Ausfuhr,5A002.a1a,8677.25
8005807,30.11.2015,Oman,Dual Use Güter,Ausfuhr,5A002.a1,5620
8004953,30.11.2015,Russische Föderation,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.c1
2B201.b",2750000
8004935,30.11.2015,Indonesien,Dual Use Güter,Ausfuhr,9A012.a,376655.16
8004935,30.11.2015,Indonesien,Dual Use Güter,Ausfuhr,9A012.a,376655.16
8005817,30.11.2015,Malaysia,"Besondere militärische Güter
Besondere militärische Güter",Ausfuhr,"ML10
ML21",40000000
8005817,30.11.2015,Malaysia,Besondere militärische Güter,Ausfuhr,ML22,1
8005803,30.11.2015,Südafrika,Dual Use Güter,Ausfuhr,5A001.f1,7125
8005795,01.12.2015,"Korea, Republik (Südkorea)","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",200000
8005831,01.12.2015,Vereinigte Arabische Emirate,Dual Use Güter,Ausfuhr,2B350.g.2,14329
8005844,01.12.2015,Indien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B201.a1
2B001.b2",1498800
8005838,02.12.2015,Finnland,Dual Use Güter,Ausfuhr,5D001.a,8500
